Word,Count
SerializationException,2
consistent,2
host,2
\charset="\gb2312"\>\,2
#after(String),2
Iterator,2
key/vals,2
(to,2
<code>html</code>,2
Generally,2
\protocol,\,2
<code>odd</code>,2
iteration,2
again,2
KeyVal,2
trust,2
java,2
#remove(),2
says,2
extend,2
keyvals,2
accum,2
non-blank,2
chomp,2
\values,\,2
applies,2
~,2
documents,2
\q,\,2
\"\div\,2
PUT),2
understand,2
</script>,2
\uri,\,2
Response,2
closed,2
definitions,2
Unescape,2
\key,\,2
removed.),2
connection's,2
\moving,\,2
why,2
assumption,2
distributions,2
searchText,2
with:,2
Accessor,2
accumulated,2
#hasAttr(String),2
stops,2
declares,2
buffers,2
absUrl,2
AFTER,2
adds,2
link,2
\instead,\,2
BE,2
attribute),2
IndexEquals,2
.equals(),2
hostname,2
\above,\,2
\mi,\,2
ends,2
getting,2
comments,2
(form,2
\strike,\,2
\mode,\,2
\(P,\,2
\effect,\,2
transition,2
unique,2
subtree,2
#html(),2
\Connections,\,2
thus,2
codepoints,2
possibly,2
Jsoup,2
<li><b>Xml:</b>,2
Moves,2
When,2
key/value,2
<code>null</code>),2
stay,2
raw,2
\Four"\]}</li>\,2
trying,2
marked,2
invisibles,2
p.ownText()},2
total,2
\sub,\,2
failing,2
pair,2
our,2
eof,2
text(),2
\.header("\Content-Type"\,\,2
optional,2
(reindexChildren):,2
\small,\,2
https://github.com/jhy/jsoup/issues/955,2
sorted,2
checkbox,2
Removes,2
\"\"\\,2
Hostname,2
isProcessingInstruction,2
inserted,2
unused,2
suite,2
correct,2
byte,2
\char,\,2
\once,\,2
\option,\,2
Stop,2
un-escaped,2
types,2
leak,2
nodeFilter,2
redirect,2
stand-alone,2
Appendable},2
html:,2
\n,\,2
\supported,\,2
quirk,2
if:,2
soft,2
writes,2
\"\header"\).text("\Welcome"\);}\,2
\<code>addProtocols("\a"\,\,2
keeps,2
Delete,2
\hit,\,2
limit,2
Prevents,2
\upload,\,2
al,2
URIs,2
removed;,2
\seen,\,2
\sup,\,2
<b>all,2
Act,2
all-trusting,2
allocates,2
dataset,2
(letter,2
\,\,2
clear,2
impls,2
over,2
(specifically,2
outputSettings,2
sensitivity,2
\utf8,\,2
throws,2
\parsing,\,2
abort,2
encoder,2
<code>href</code>,2
\u,\,2
\class="\two"\>One</p>\,2
NodeTraversor},2
evaluators,2
written,2
!=,2
remainder,2
wonder,2
'{@literal,2
row</td></tr>,2
IndexOutOfBoundsException},2
unhandled,2
\join,\,2
requirements,2
\closed,\,2
ns:tag,2
Signals,2
ending,2
-1},2
slow,2
\enabled,\,2
\stand-alone,\,2
tail},2
#html(String),2
independent,2
6,2
(unchecked),2
\entity,\,2
<code>even</code>,2
attribute's,2
program,2
\state,\,2
memory,2
\whitelist,\,2
(that,2
\<code>a,\,2
tokenisation,2
ForLoopReplaceableByForEach,2
top,2
TextNode},2
separated,2
remote,2
trimmed,2
transitions,2
latter,2
textarea,2
jump,2
catch,2
accumulate,2
<p>Note,2
overrides,2
https},2
Normalise,2
Util,2
\fails,\,2
\self,\,2
\(input,\,2
(two),2
these:,2
prepared,2
\comments,\,2
cleared,2
\content="\text/html;charset=gb2312"\>\,2
encodedText,2
Designed,2
rawtext,2
workaround:,2
<b>there</b>,2
Some,2
\(unknown),\,2
blow,2
direct,2
instruction,2
Calling,2
delimiter,2
{,2
<p>If,2
currentNode,2
->},2
org.jsoup.nodes.Document},2
chuck,2
quirks,2
http},2
\Four"\}</li>\,2
DIV,2
shortcut,2
consuming,2
.post();</pre></code>,2
test:,2
java.io.FileInputStream},2
equality,2
visible,2
<i>&lt;meta,2
attempt,2
\absolute,\,2
<li><code>Document,2
.requestBody(json),2
rel,2
owned,2
switching,2
us,2
automatically,2
substring,2
indicates,2
\changes,\,2
<code>head</code>,2
elements</td></tr>,2
\close,\,2
\==,\,2
\valid,\,2
Consumes,2
here),2
fetching,2
set;,2
<i>&lt;?xml,2
Finds,2
canEncode,2
\charset,\,2
Value,2
et,2
\_,\,2
cast,2
escaped),2
href},2
section,2
void,2
<div>},2
\end,\,2
prevents,2
css,2
Document.charset(Charset)},2
\desc,\,2
\"\language"\,\,2
tr,2
signification,2
insensitively.</td></tr>,2
\Otherwise,\,2
fragment;,2
html(),2
traversor,2
walk,2
inlined,1
it),1
#maxBodySize(int),1
#appendChild(Node),1
insensitively),1
Wiki:,1
took,1
fragmentXml,1
preview/index,1
64,1
unit,1
\parent),\,1
w3.org,1
or),1
encodes,1
<tr><td,1
Constants,1
firstSibling(),1
<tr><td><code>:containsData(<em>data</em>)</code></td><td>elements,1
attribute.,1
\times,\,1
'<p';,1
\Elements[<span>,\,1
<code>http://</code>,1
selectors</td><td><code>.light:contains(name):eq(0)</code></td></tr>,1
flip:,1
prints,1
Configure,1
URI},1
#isNamedEntity(String),1
hroup,1
Element#append(String),1
<br>,1
#text()},1
Declaration,1
\"\object"\,\,1
<i>ns</i></td><td><code>fb|name</code>,1
dirt,1
val),1
(zero-based),1
\"\valPrefix"\</td><td><code>a[href^=http:]</code></td></tr>\,1
existent,1
Within,1
\Documents,\,1
\</tr></tr>,\,1
redirected,1
(the,1
interupt,1
DOM-type,1
#basicWithImages},1
pcdata,1
\splitting,\,1
state--,1
routine,1
\keyval,\,1
locked,1
due,1
System.out.println(el.hashCode(),1
\namespaces,\,1
green,1
details:,1
meta-equiv,1
So,1
early,1
\1895,\,1
textnode,1
\"\<"\\,1
\addChildren(int),\,1
remove(),1
assertions,1
\any,\,1
selfclosing,1
Comments,1
clean},1
<b>non-normalized</b>,1
\Base,\,1
text:,1
stripped,1
childs,1
resulted,1
stringbuilder,1
#absUrl(String),1
\four"\\,1
Collapsible,1
HttpConnection.Request,1
http://www.w3.org/TR/CSS2/syndata.html#value-def-identifier,1
Element#html(String),1
true),1
_),1
\rt,\,1
#relaxed(),1
nulls),1
among,1
Element#appendChild(Node)},1
\class="\group"\>...}\,1
going,1
\latches,\,1
data-,1
situations,1
*|,1
assume,1
remain,1
incase,1
zero),1
\four"\,\,1
\gray"\&gt;</code>\,1
\Unencoded,\,1
\E#id,\,1
openers,1
unwanted,1
Please,1
p.textNodes()},1
selector</a>,1
came,1
expecting;,1
scrub,1
\documentation,\,1
\(</title>),\,1
toHtml(),1
retain,1
roots,1
XmlTreeBuilder},1
<code>#logo</code></td></tr>,1
script:,1
POSTs,1
(maybe),1
jsoup.jar,1
states,1
conversion,1
28,1
\Simplistic,\,1
shadowed,1
\"\:"\+tagName\,1
foo:bar,1
Whitespace,1
http://jonathanhedley.com/,1
cross-site,1
condition,1
UncheckedIOException,1
<em>before</em>,1
expand,1
closest,1
\5xx,\,1
skipping,1
\div1.childNodes,\,1
&#xxx),1
Multiple,1
\a-z0-9,\,1
convenience,1
https://www.google.com,1
syntax</h2>,1
\miss,\,1
\Response,\,1
\true),\,1
java.io.IOException},1
\doc.select("\div"\).not("\.logo"\);</code><br>\,1
\Arrays.copy,\,1
text/*,1
micro,1
requestBody()),1
\ftp,\,1
reconstitute,1
(ID,1
HtmlTreeBuilderTest,1
\convert,\,1
interminably,1
(*),1
form's,1
overall,1
time..,1
inspects,1
\datanodes,\,1
\"\math"\\,1
\line,\,1
extra,1
capped,1
utils,1
#body(),1
https://github.com/jhy/jsoup/issues/440,1
cookbook</a>,1
Implements,1
<tr><td><code>:contains(<em>text</em>)</code></td><td>elements,1
\fragment,\,1
Entities,1
(remove,1
(non-breaking,1
minimal,1
\java.net.URL#URL(java.net.URL,\,1
<code>(cause==null,1
\"\text/html"\);\,1
\pairs,\,1
Unbalanced,1
excess,1
identify,1
Builder,1
collected,1
pseudo-class,1
false}),1
&}'),1
\performant,\,1
#connect(String)},1
li</code></td></tr>,1
covariant,1
\E,\,1
<b>Three</b></div>}</p>,1
key=value,1
criteria,1
\check,\,1
201,1
&shy,1
prototype,1
walking,1
<tr><td><code>:lt(<em>n</em>)</code></td><td>elements,1
consumeTo,1
inserts,1
{@inheritDoc},1
\linkEl.attr("\abs:href"\);</code>\,1
edge,1
\<p>},\,1
refactor,1
likely,1
\"\./ok.html"\,\,1
\attr,\,1
Whitelists,1
(object,1
\"\id"\</td><td><code>div#wrap</code>,\,1
ctor,1
address,1
\defaults,\,1
distinguish,1
finders,1
Otherwise,1
Entity,1
fast-path,1
lengths,1
\pattern,\,1
#bodyAsBytes()},1
\Node,\,1
happened,1
<td,1
Lowercases,1
classNames(),1
Leaves,1
Selector,1
#nextElementSibling(),1
element</td><td><code>div,1
iterator,1
\junk,\,1
\href="\http://www.w3.org/TR/html5/named-character-references.html#named-character-references"\>W3C\,1
(name),1
#cookie(String),1
Ryan,1
(this,1
here..,1
clones,1
auto-recreated,1
'//path/file?foo',1
